job_title,salary_estimate,rating,company_name,location,headquarters,size,ownership_type,industry,sector,revenue,min_salary,max_salary,avg_salary,job_state,same_state,company_age,python,excel,hadloop,spark,aws,tableau,big_data,job_simp,seniority
Sr Data Scientist,137-171 ,3.1,Healthfirst,"New York, NY","New York, NY",1001 to 5000 employees,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,137,171,154, NY,true,27,false,false,false,false,true,false,false,data scientist,false
Data Scientist,137-171 ,4.2,ManTech,"Chantilly, VA","Herndon, VA",5001 to 10000 employees,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),137,171,154, VA,false,52,false,false,true,false,false,false,true,data scientist,false
Data Scientist,137-171 ,3.8,Analysis Group,"Boston, MA","Boston, MA",1001 to 5000 employees,Private Practice / Firm,Consulting,Business Services,$100 to $500 million (USD),137,171,154, MA,true,39,true,true,false,false,true,false,false,data scientist,false
Data Scientist,137-171 ,3.5,INFICON,"Newton, MA","Bad Ragaz, Switzerland",501 to 1000 employees,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$100 to $500 million (USD),137,171,154, MA,false,20,true,true,false,false,true,false,false,data scientist,false
Data Scientist,137-171 ,2.9,Affinity Solutions,"New York, NY","New York, NY",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,137,171,154, NY,true,22,true,true,false,false,false,false,false,data scientist,false
Data Scientist,137-171 ,4.2,HG Insights,"Santa Barbara, CA","Santa Barbara, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,137,171,154, CA,true,10,true,true,true,true,false,false,false,data scientist,false
Data Scientist / Machine Learning Expert,137-171 ,3.9,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),137,171,154, MA,false,24,true,false,false,false,false,false,false,data scientist,false
Data Scientist,137-171 ,3.5,iRobot,"Bedford, MA","Bedford, MA",1001 to 5000 employees,Company - Public,Consumer Electronics & Appliances Stores,Retail,$1 to $2 billion (USD),137,171,154, MA,true,30,true,false,false,false,false,false,false,data scientist,false
Staff Data Scientist - Analytics,137-171 ,4.4,Intuit - Data,"San Diego, CA","Mountain View, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),137,171,154, CA,false,37,false,false,false,false,false,false,false,data scientist,false
Data Scientist,137-171 ,3.6,XSELL Technologies,"Chicago, IL","Chicago, IL",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,137,171,154, IL,true,6,true,false,false,false,false,false,false,data scientist,false
Data Scientist,137-171 ,4.5,Novetta,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),137,171,154, VA,false,8,true,true,false,false,true,false,false,data scientist,false
Data Scientist,137-171 ,4.7,1904labs,"Saint Louis, MO","Saint Louis, MO",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,137,171,154, MO,true,4,true,false,false,true,false,false,false,data scientist,false
"Data Scientist - Statistics, Early Career",137-171 ,3.7,PNNL,"Richland, WA","Richland, WA",1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),137,171,154, WA,true,55,false,true,false,false,false,false,false,data scientist,false
Data Modeler,137-171 ,3.1,Old World Industries,"Northbrook, IL","Northbrook, IL",201 to 500 employees,Company - Private,Chemical Manufacturing,Manufacturing,$1 to $2 billion (USD),137,171,154, IL,true,47,true,true,false,false,false,true,false,na,false
Data Scientist,137-171 ,3.4,Mathematica Policy Research,"Washington, DC","Princeton, NJ",1001 to 5000 employees,Company - Private,Consulting,Business Services,$100 to $500 million (USD),137,171,154, DC,false,34,true,true,false,false,true,false,false,data scientist,false
Experienced Data Scientist,137-171 ,4.4,Guzman & Griffin Technologies (GGTI),"Washington, DC","Mays Landing, NJ",1 to 50 employees,Company - Private,Federal Agencies,Government,Unknown / Non-Applicable,137,171,154, DC,false,23,true,true,true,true,false,true,false,data scientist,false
Data Scientist,137-171 ,3.5,Buckman,"Memphis, TN","Memphis, TN",1001 to 5000 employees,Company - Private,Chemical Manufacturing,Manufacturing,$500 million to $1 billion (USD),137,171,154, TN,true,75,true,false,true,false,false,false,false,data scientist,false
Data Analyst II,137-171 ,4.2,"Insight Enterprises, Inc.","Plano, TX","Tempe, AZ",5001 to 10000 employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),137,171,154, TX,false,32,false,true,false,false,false,false,false,analyst,false
Principal Data Scientist,79-131 ,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),79,131,105, CA,false,38,true,true,true,true,true,false,true,data scientist,false
Business Data Analyst,79-131 ,3.7,Caterpillar,"Peoria, IL","Deerfield, IL",10000+ employees,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),79,131,105, IL,false,95,false,true,false,false,false,true,false,analyst,false
Purification Scientist,79-131 ,4.9,New England Biolabs,"Ipswich, MA","Ipswich, MA",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,79,131,105, MA,true,46,false,false,false,false,false,false,false,na,false
Medical Lab Scientist,137-171 ,3.5,Tower Health,"West Grove, PA","Reading, PA",5001 to 10000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,137,171,154, PA,false,3,false,false,false,false,false,false,false,na,false
Data Scientist,137-171 ,3.2,Triplebyte,"New York, NY","San Francisco, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,137,171,154, NY,false,5,false,false,false,false,false,false,false,data scientist,false
Data Scientist/Machine Learning,137-171 ,4.3,PulsePoint,"New York, NY","New York, NY",51 to 200 employees,Company - Private,Internet,Information Technology,$100 to $500 million (USD),137,171,154, NY,true,9,true,false,true,true,false,false,true,data scientist,false
Human Factors Scientist,137-171 ,3.5,Exponent,"Phoenix, AZ","Menlo Park, CA",1001 to 5000 employees,Company - Public,Consulting,Business Services,$100 to $500 million (USD),137,171,154, AZ,false,53,false,true,false,false,false,false,false,na,false
Business Intelligence Analyst I- Data Insights,137-171 ,3.5,Guardian Life,"Appleton, WI","New York, NY",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),137,171,154, WI,false,160,false,false,false,false,false,false,false,analyst,false
Data Scientist,137-171 ,3.4,Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),137,171,154, IL,true,28,false,false,false,false,false,false,false,data scientist,false
Data Scientist,137-171 ,4.7,Oversight Systems,"Atlanta, GA","Atlanta, GA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),137,171,154, GA,true,17,true,true,false,false,false,false,false,data scientist,false
Data Scientist - Risk,137-171 ,4.2,LSQ,"Orlando, FL","Orlando, FL",51 to 200 employees,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),137,171,154, FL,true,24,true,true,true,true,true,true,true,data scientist,false
Data Scientist-Human Resources,137-171 ,3.8,MIT Lincoln Laboratory,"Lexington, MA","Lexington, MA",1001 to 5000 employees,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,137,171,154, MA,true,69,true,false,true,true,false,false,true,data scientist,false
Data Scientist,137-171 ,4.5,Kingfisher Systems,"McLean, VA","Falls Church, VA",51 to 200 employees,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),137,171,154, VA,false,15,true,false,false,false,false,true,false,data scientist,false
Data Scientist,137-171 ,2.8,Formation,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,137,171,154, CA,true,5,false,true,false,true,false,false,true,data scientist,false
Data Scientist,75-131 ,3.8,Analysis Group,"Boston, MA","Boston, MA",1001 to 5000 employees,Private Practice / Firm,Consulting,Business Services,$100 to $500 million (USD),75,131,103, MA,true,39,true,true,false,false,true,false,false,data scientist,false
Data Scientist / Machine Learning Expert,75-131 ,3.9,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),75,131,103, MA,false,24,true,false,false,false,false,false,false,data scientist,false
Data Scientist,75-131 ,5.0,Cohere Health,"Boston, MA","Boston, MA",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,75,131,103, MA,true,1,true,true,false,false,false,false,false,data scientist,false
Senior Research Statistician- Data Scientist,75-131 ,4.8,Acuity Insurance,"Sheboygan, WI","Sheboygan, WI",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),75,131,103, WI,true,95,false,false,false,false,false,false,false,data scientist,false
Data Engineer,75-131 ,3.6,Chef,United States,"Seattle, WA",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),75,131,103,US,false,12,false,true,false,false,true,false,true,data engineer,false
Associate Data Scientist,75-131 ,3.3,Puget Sound Energy,"Bothell, WA","Bellevue, WA",1001 to 5000 employees,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD),75,131,103, WA,false,21,false,true,true,true,false,false,false,data scientist,false
Data Analyst,79-131 ,3.4,Allied Solutions,"Carmel, IN","Carmel, IN",1001 to 5000 employees,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,$100 to $500 million (USD),79,131,105, IN,true,19,true,true,false,false,false,true,false,analyst,false
"Data Engineer, Enterprise Analytics",79-131 ,3.1,Healthfirst,"New York, NY","New York, NY",1001 to 5000 employees,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,79,131,105, NY,true,27,true,true,false,false,false,false,true,data engineer,false
Data Scientist,79-131 ,3.5,The Knot Worldwide,"Washington, DC","Chevy Chase, MD",1001 to 5000 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,79,131,105, DC,false,1,true,false,false,true,true,false,false,data scientist,false
Patient Safety- Associate Data Scientist,79-131 ,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),79,131,105, MD,false,107,true,true,false,false,false,false,false,data scientist,false
Business Intelligence Analyst,75-131 ,2.7,Sandhills Global,"Lincoln, NE","Lincoln, NE",1001 to 5000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),75,131,103, NE,true,42,true,true,false,false,false,true,false,analyst,false
Data Scientist,75-131 ,2.7,A Place for Mom,"Overland Park, KS","New York, NY",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,75,131,103, KS,false,20,true,true,false,false,true,false,false,data scientist,false
Data Scientist,75-131 ,2.2,Great-Circle Technologies,"Chantilly, VA","Chantilly, VA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),75,131,103, VA,true,20,true,true,true,true,true,false,false,data scientist,false
Senior Analyst/Data Scientist,75-131 ,3.4,Edmunds.com,"Santa Monica, CA","Santa Monica, CA",501 to 1000 employees,Company - Private,Internet,Information Technology,$100 to $500 million (USD),75,131,103, CA,true,54,true,true,false,false,true,true,false,data scientist,false
Data Analyst,75-131 ,3.1,"Cambridge Associates, LLC","Boston, MA","Boston, MA",501 to 1000 employees,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),75,131,103, MA,true,47,true,true,false,false,false,false,false,analyst,false
Machine Learning Engineer,75-131 ,3.4,Liberty Mutual Insurance,"Portsmouth, NH","Boston, MA",10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),75,131,103, NH,false,108,true,true,false,true,true,false,true,mle,false
Data Analyst I,75-131 ,2.6,Cenlar,"Ewing, NJ","Ewing, NJ",1001 to 5000 employees,Company - Private,-1,-1,$100 to $500 million (USD),75,131,103, NJ,true,62,false,false,false,false,false,false,false,analyst,false
Scientist - Molecular Biology,75-131 ,5.0,Arsenal Biosciences,"South San Francisco, CA","South San Francisco, CA",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,75,131,103, CA,true,1,false,false,false,false,false,false,false,na,false
Data Scientist,75-131 ,4.2,Eversight,"Palo Alto, CA","Palo Alto, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),75,131,103, CA,true,7,true,false,false,false,false,false,false,data scientist,false
"Computational Scientist, Machine Learning",75-131 ,4.1,Pfizer,"Cambridge, MA","New York, NY",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),75,131,103, MA,false,171,true,true,false,false,true,false,false,mle,false
Senior Data Scientist,75-131 ,4.8,Klaviyo,"Boston, MA","Boston, MA",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,75,131,103, MA,true,8,false,false,false,false,false,false,false,data scientist,false
Data Scientist,75-131 ,3.3,Intellectual Ventures,"Bellevue, WA","Bellevue, WA",501 to 1000 employees,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,75,131,103, WA,true,20,true,true,false,false,false,false,false,data scientist,false
Data Scientist,75-131 ,3.7,GovTech,"San Francisco, CA","Singapore, Singapore",1001 to 5000 employees,Government,Federal Agencies,Government,Unknown / Non-Applicable,75,131,103, CA,false,4,true,true,false,false,false,true,false,data scientist,false
Data Scientist,75-131 ,4.3,Quick Base,"Cambridge, MA","Cambridge, MA",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,75,131,103, MA,true,21,true,true,false,false,false,true,false,data scientist,false
Data Analyst,75-131 ,4.8,Giving Assistant,"San Francisco, CA","San Francisco, CA",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),75,131,103, CA,true,6,true,true,false,false,false,true,false,analyst,false
Data Scientist,75-131 ,3.7,Takeda,"Cambridge, MA","OSAKA, Japan",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),75,131,103, MA,false,239,true,false,false,true,false,false,false,data scientist,false
Data Scientist,75-131 ,4.0,Netskope,"San Francisco, CA","Santa Clara, CA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,75,131,103, CA,false,8,true,true,false,true,false,false,true,data scientist,false
E-Commerce Data Analyst,75-131 ,3.5,iSeatz,"New Orleans, LA","New Orleans, LA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,75,131,103, LA,true,21,false,true,false,false,false,false,false,analyst,false
Data Analytics Engineer,75-131 ,3.7,Summa Health System,"Akron, OH","Akron, OH",5001 to 10000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),75,131,103, OH,true,94,false,true,false,false,true,true,false,na,false
Senior Data Scientist,75-131 ,3.5,Benson Hill,"Saint Louis, MO","Saint Louis, MO",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),75,131,103, MO,true,8,true,true,false,false,false,false,true,data scientist,false
Product Data Scientist - Ads Data Science,75-131 ,4.1,Twitter,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),75,131,103, CA,true,14,true,false,false,false,false,false,false,data scientist,false
Data Scientist,75-131 ,3.2,Postmates - Corporate HQ,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,Company - Private,Express Delivery Services,Transportation & Logistics,Unknown / Non-Applicable,75,131,103, CA,true,9,true,false,false,true,false,false,false,data scientist,false
Machine Learning Engineer,79-131 ,4.8,Klaviyo,"Boston, MA","Boston, MA",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,79,131,105, MA,true,8,true,false,false,false,false,false,false,mle,false
Data Scientist,79-131 ,3.9,Mars,United States,"Mc Lean, VA",10000+ employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),79,131,105,US,false,109,true,false,false,true,true,false,false,data scientist,false
Data Engineer,101-165 ,3.5,Magna International Inc.,"Birmingham, AL","Aurora, Canada",10000+ employees,Company - Public,-1,-1,$10+ billion (USD),101,165,133, AL,false,63,true,false,true,true,true,false,true,data engineer,false
Data Scientist - Intermediate,75-131 ,4.5,Envision LLC,"Saint Louis, MO","Saint Louis, MO",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),75,131,103, MO,true,26,true,true,false,false,false,false,false,data scientist,false
Data Analyst,75-131 ,3.8,Swiss Re,"Fort Wayne, IN","Zurich, Switzerland",10000+ employees,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),75,131,103, IN,false,157,true,true,false,false,false,false,false,analyst,false
Machine Learning Engineer,75-131 ,4.5,Systems & Technology Research,"Woburn, MA","Woburn, MA",201 to 500 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),75,131,103, MA,true,10,true,true,false,false,false,false,false,mle,false
Data Scientist,79-131 ,3.5,iRobot,"Bedford, MA","Bedford, MA",1001 to 5000 employees,Company - Public,Consumer Electronics & Appliances Stores,Retail,$1 to $2 billion (USD),79,131,105, MA,true,30,true,false,false,false,false,false,false,data scientist,false
Data Scientist,79-131 ,4.2,HG Insights,"Santa Barbara, CA","Santa Barbara, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,79,131,105, CA,true,10,true,true,true,true,false,false,false,data scientist,false
Global Data Analyst,79-131 ,3.8,Dermalogica,"Carson, CA","Carson, CA",201 to 500 employees,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),79,131,105, CA,true,34,false,true,false,false,false,true,false,analyst,false
Data Engineer,79-131 ,3.7,Bayview Asset Management,"Coral Gables, FL","Coral Gables, FL",1001 to 5000 employees,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),79,131,105, FL,true,25,true,false,false,false,false,false,false,data engineer,false
Data Scientist,79-131 ,3.7,Via Transportation,"New York, NY","New York, NY",501 to 1000 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,79,131,105, NY,true,8,true,false,false,false,false,true,false,data scientist,false
Data Scientist,79-131 ,4.0,Grid Dynamics,"Santa Clara, CA","San Ramon, CA",1001 to 5000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),79,131,105, CA,false,14,true,true,false,false,false,true,true,data scientist,false
Data & Machine Learning Scientist,79-131 ,3.3,Tempus Labs,"Chicago, IL","Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,79,131,105, IL,true,5,true,false,false,false,true,false,false,mle,false
Data Scientist - Machine Learning,79-131 ,2.5,CareDx,"Brisbane, CA","Brisbane, CA",1 to 50 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,79,131,105, CA,true,-1,true,true,false,true,false,false,false,data scientist,false
Data Engineer (Remote),79-131 ,4.2,IZEA,"Winter Park, FL","Winter Park, FL",51 to 200 employees,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),79,131,105, FL,true,14,true,true,true,true,true,false,false,data engineer,false
"Data Scientist, Applied Machine Learning - Bay Area",79-131 ,3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,79,131,105, CA,false,5,true,false,false,false,true,false,false,data scientist,false
Data Scientist,79-131 ,2.9,IFG Companies,"New York, NY","Hartford, CT",201 to 500 employees,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,79,131,105, NY,false,35,true,false,false,false,false,false,false,data scientist,false
Data Scientist 3 (718),79-131 ,3.3,Amyris,"Emeryville, CA","Emeryville, CA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),79,131,105, CA,true,17,true,false,false,false,true,false,false,data scientist,false
"Real World Science, Data Scientist",79-131 ,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),79,131,105, MD,false,107,true,false,true,false,false,false,false,data scientist,false
Data Scientist,79-131 ,3.6,Powertek,"Washington, DC","Rockville, MD",51 to 200 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),79,131,105, DC,false,19,false,false,false,false,false,false,false,data scientist,false
Data Engineer,79-131 ,4.7,Object Partners,"Saint Louis, MO","Minneapolis, MN",51 to 200 employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),79,131,105, MO,false,24,false,false,true,true,true,false,true,data engineer,false
Data Scientist - Image and Video Analytics,79-131 ,4.9,The Mom Project,"Longmont, CO","Chicago, IL",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,79,131,105, CO,false,4,true,false,true,true,true,false,false,data scientist,false
Data Scientist,79-131 ,4.3,Lightspeed Systems,"Austin, TX","Austin, TX",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),79,131,105, TX,true,21,true,false,false,true,true,false,false,data scientist,false
"Data Science Manager, Payment Acceptance - USA",79-131 ,4.0,Stripe,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,79,131,105, CA,true,10,true,false,false,false,false,false,false,manager,false
Data Analyst,79-131 ,2.6,Comprehensive Healthcare,"Yakima, WA","Yakima, WA",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,79,131,105, WA,true,49,false,false,false,false,false,false,false,analyst,false
Data Scientist / Applied Mathematician,79-131 ,4.5,"Fullpower Technologies, Inc.","Santa Cruz, CA","Santa Cruz, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),79,131,105, CA,true,17,true,false,false,false,true,false,true,data scientist,false
Machine Learning Engineer,79-131 ,4.4,NuWave Solutions,"Springfield, VA","Mc Lean, VA",51 to 200 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),79,131,105, VA,false,21,true,false,true,true,true,false,false,mle,false
Senior Data Scientist,79-131 ,4.2,ManTech,"Alexandria, VA","Herndon, VA",5001 to 10000 employees,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),79,131,105, VA,false,52,true,false,true,true,false,true,true,data scientist,false
Data Scientist,99-132 ,3.4,Mathematica Policy Research,"Washington, DC","Princeton, NJ",1001 to 5000 employees,Company - Private,Consulting,Business Services,$100 to $500 million (USD),99,132,115, DC,false,34,true,true,false,false,true,false,false,data scientist,false
Staff Data Scientist - Analytics,99-132 ,4.4,Intuit - Data,"San Diego, CA","Mountain View, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),99,132,115, CA,false,37,false,false,false,false,false,false,false,data scientist,false
Data Analytics Engineer,99-132 ,3.5,QOMPLX,"Reston, VA","Reston, VA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),99,132,115, VA,true,5,true,false,false,true,false,false,false,na,false
"Data Scientist, Kinship - NYC/Portland",99-132 ,3.9,Mars,"New York, NY","Mc Lean, VA",10000+ employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),99,132,115, NY,false,109,true,false,false,true,false,false,false,data scientist,false
Senior Data Scientist,99-132 ,3.8,GutCheck,"Denver, CO","Denver, CO",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),99,132,115, CO,true,11,false,false,false,false,false,false,false,data scientist,false
Applied Technology Researcher / Data Scientist,99-132 ,3.5,Inter-American Development Bank,"Washington, DC","Washington, DC",1001 to 5000 employees,Other Organization,Banks & Credit Unions,Finance,$10+ billion (USD),99,132,115, DC,true,61,false,true,false,false,false,true,false,data scientist,false
Machine Learning Engineer,99-132 ,4.4,Stratagem Group,"Aurora, CO","Aurora, CO",1 to 50 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,99,132,115, CO,true,13,true,true,true,true,true,false,false,mle,false
Health Data Scientist - Biomedical/Biostats,99-132 ,4.1,Evidation,"Santa Barbara, CA","San Mateo, CA",51 to 200 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,99,132,115, CA,false,8,true,false,false,false,false,false,false,data scientist,false
Senior Data Scientist,99-132 ,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),99,132,115, CA,false,38,true,false,true,true,false,false,true,data scientist,false
Staff Data Scientist,99-132 ,4.4,Intuit - Data,"San Diego, CA","Mountain View, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),99,132,115, CA,false,37,false,false,false,false,false,false,false,data scientist,false
Data Scientist,99-132 ,3.8,Tecolote Research,"Hill AFB, UT","Goleta, CA",501 to 1000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),99,132,115, UT,false,47,true,true,false,false,false,true,false,data scientist,false
Sr Data Engineer (Sr BI Developer),99-132 ,3.2,Tivity Health,"Chandler, AZ","Franklin, TN",501 to 1000 employees,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,99,132,115, AZ,false,39,false,false,true,false,false,false,true,data engineer,false
Data Engineer,99-132 ,2.9,hc1,"Indianapolis, IN","Indianapolis, IN",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),99,132,115, IN,true,9,true,false,false,false,true,false,false,data engineer,false
Lead Data Scientist,99-132 ,4.1,HP Inc.,"San Diego, CA","Palo Alto, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,99,132,115, CA,false,81,true,true,true,false,true,false,true,data scientist,false
Data Scientist,99-132 ,3.7,SAIC,"Chantilly, VA","Reston, VA",10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),99,132,115, VA,false,7,true,false,false,false,false,false,false,data scientist,false
RFP Data Analyst,99-132 ,3.2,AllianceBernstein,"Nashville, TN","New York, NY",1001 to 5000 employees,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),99,132,115, TN,false,53,false,true,false,true,false,false,false,analyst,false
Data Analyst,99-132 ,4.9,Big Huge Games,"Timonium, MD","Lutherville Timonium, MD",51 to 200 employees,Subsidiary or Business Segment,Video Games,Media,Unknown / Non-Applicable,99,132,115, MD,false,7,false,true,false,false,false,true,false,analyst,false
Data Scientist (TS/SCI),99-132 ,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),99,132,115, VA,false,-1,true,false,false,false,false,false,true,data scientist,false
