job_title,salary_estimate,rating,company_name,location,headquarters,size,ownership_type,industry,sector,revenue,min_salary,max_salary,avg_salary,job_state,same_state,company_age,python,excel,hadloop,spark,aws,tableau,big_data,job_simp,seniority
Data Scientist,138-158 ,3.9,Mars,United States,"Mc Lean, VA",10000+ employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),138,158,148,US,false,109,true,false,false,true,true,false,false,data scientist,false
Data Scientist / Applied Mathematician,138-158 ,4.5,"Fullpower Technologies, Inc.","Santa Cruz, CA","Santa Cruz, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),138,158,148, CA,true,17,true,false,false,false,true,false,true,data scientist,false
Data Scientist (TS/SCI w/ Poly),138-158 ,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),138,158,148, VA,false,-1,true,false,false,false,false,false,false,data scientist,false
Weapons and Sensors Engineer/Scientist,138-158 ,4.0,Dynetics,"Huntsville, AL","Huntsville, AL",1001 to 5000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),138,158,148, AL,true,46,true,false,false,false,false,false,false,na,false
Applied Computer Scientist,138-158 ,4.5,Systems & Technology Research,"Woburn, MA","Woburn, MA",201 to 500 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),138,158,148, MA,true,10,false,false,false,false,false,false,false,na,false
Senior Data Analyst,138-158 ,4.5,Novetta,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),138,158,148, VA,false,8,true,true,false,false,false,false,false,analyst,false
Information Systems Engineering Specialist (Engineering Scientist),138-158 ,3.8,Applied Research Laboratories,"Austin, TX","Austin, TX",501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,138,158,148, TX,true,-1,true,false,false,false,true,false,false,na,false
Cloud Data Engineer (Azure),138-158 ,3.9,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",10000+ employees,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,138,158,148, VA,false,87,false,false,false,false,false,true,false,data engineer,false
Scientist/Research Associate-Metabolic Engineering,138-158 ,2.0,Conagen,"New Bedford, MA","Bedford, MA",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,138,158,148, MA,false,-1,false,false,false,false,false,false,false,na,false
"Vice President, Biometrics and Clinical Data Management",138-158 ,4.8,Alector,"South San Francisco, CA","South San Francisco, CA",51 to 200 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,138,158,148, CA,true,7,false,true,false,false,true,false,false,na,false
Enterprise Data Analyst (Enterprise Portfolio Management Office),138-158 ,3.9,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",10000+ employees,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,138,158,148, VA,false,87,false,false,false,true,false,true,false,analyst,false
Senior Scientist - Toxicologist - Product Integrity (Stewardship),138-158 ,3.3,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),138,158,148, NC,true,145,false,true,false,false,false,false,false,na,false
Lead Data Scientist – Network Analysis and Control,138-158 ,3.3,MITRE,"Bedford, MA","Bedford, MA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),138,158,148, MA,true,62,true,true,true,true,true,false,true,data scientist,false
Data Scientist,87-141 ,3.6,"ISYS Technologies, Inc.","Herndon, VA","Littleton, CO",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),87,141,114, VA,false,30,true,false,true,true,false,true,false,data scientist,false
Senior Machine Learning Engineer,138-158 ,5.0,LifeOmic,"Raleigh, NC","Indianapolis, IN",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,138,158,148, NC,false,4,false,false,false,true,true,false,false,mle,false
"Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics",138-158 ,4.4,"Homology Medicines, Inc.","New Bedford, MA","Bedford, MA",51 to 200 employees,Company - Public,-1,-1,Unknown / Non-Applicable,138,158,148, MA,false,-1,false,false,false,false,false,false,false,na,false
Data Engineer,138-158 ,3.4,Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),138,158,148, IL,true,28,true,false,false,false,false,false,false,data engineer,false
Developer III - Data Science,138-158 ,3.3,Inland Empire Health Plan,"Rancho Cucamonga, CA","Rancho Cucamonga, CA",1001 to 5000 employees,Company - Public,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),138,158,148, CA,true,24,false,true,false,false,false,true,false,na,false
Senior Data Engineer,138-158 ,2.9,Affinity Solutions,"New York, NY","New York, NY",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,138,158,148, NY,true,22,true,false,true,true,false,true,false,data engineer,false
Hydrogen/Tritium Materials Scientist (Experienced),138-158 ,3.8,Sandia National Laboratories,"Livermore, CA","Albuquerque, NM",10000+ employees,Government,Federal Agencies,Government,$2 to $5 billion (USD),138,158,148, CA,false,71,false,false,false,false,false,false,false,na,false
Data Engineer,138-158 ,3.5,Maxar Technologies,"McLean, VA","Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),138,158,148, VA,false,-1,true,false,false,false,true,false,false,data engineer,false
Patient Safety- Associate Data Scientist,80-132 ,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),80,132,106, MD,false,107,true,true,false,false,false,false,false,data scientist,false
Senior Data Scientist,80-132 ,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),80,132,106, CA,false,38,true,false,true,true,false,false,true,data scientist,false
Data Scientist,80-132 ,4.0,Lorven Technologies Inc,"New York, NY","Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),80,132,106, NY,false,-1,true,false,false,false,false,false,false,data scientist,false
Data Scientist,80-132 ,3.4,USI,"Southfield, MI","Saint Paul, MN",1001 to 5000 employees,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),80,132,106, MI,false,22,true,true,false,false,false,false,false,data scientist,false
Data Scientist,80-132 ,3.9,GSK,"Collegeville, PA","Brentford, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),80,132,106, PA,false,190,true,false,true,false,true,true,false,data scientist,false
Data Scientist,80-132 ,3.8,CIA,"Washington, DC","Langley, VA",Unknown,Government,Federal Agencies,Government,Unknown / Non-Applicable,80,132,106, DC,false,73,false,false,false,false,false,false,false,data scientist,false
Data Scientist,80-132 ,4.5,Maven Wave Partners,"Chicago, IL","Chicago, IL",201 to 500 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),80,132,106, IL,true,12,true,true,true,false,true,true,false,data scientist,false
Data Scientist,80-132 ,4.3,Ovative Group,"Minneapolis, MN","Minneapolis, MN",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),80,132,106, MN,true,11,true,false,false,false,false,false,false,data scientist,false
Data Scientist,80-132 ,3.6,Kognetics,"Gahanna, OH","New York, NY",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,80,132,106, OH,false,-1,true,true,false,false,false,false,false,data scientist,false
Data Scientist,80-132 ,2.9,Envision Healthcare,"Nashville, TN","Nashville, TN",10000+ employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,80,132,106, TN,true,15,true,true,true,true,true,true,true,data scientist,false
Data Scientist,80-132 ,2.9,"Pragmatics, Inc.",United States,"Reston, VA",201 to 500 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),80,132,106,US,false,35,true,false,true,false,true,false,false,data scientist,false
Decision Scientist,80-132 ,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",5001 to 10000 employees,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),80,132,106, MD,true,78,false,true,false,true,false,false,false,na,false
Data Scientist - TS/SCI FSP or CI Required,80-132 ,5.0,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),80,132,106, MD,false,9,true,false,false,true,false,false,true,data scientist,false
Data Scientist,80-132 ,3.5,Crossover Health,"San Clemente, CA","Aliso Viejo, CA",1 to 50 employees,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),80,132,106, CA,false,10,true,true,false,false,false,true,true,data scientist,false
Data Scientist,80-132 ,4.4,Meridian Knowledge Solutions,"Washington, DC","Reston, VA",51 to 200 employees,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),80,132,106, DC,false,23,false,true,false,false,false,false,false,data scientist,false
Data Scientist,87-141 ,0.0,"GrainBridge, LLC","Omaha, NE",-1,-1,-1,-1,-1,-1,87,141,114, NE,false,-1,true,true,false,false,true,false,true,data scientist,false
Data Scientist,87-141 ,3.2,First Health Group,"Wellesley, MA","Bethesda, MD",10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),87,141,114, MA,false,167,false,false,false,false,false,false,false,data scientist,false
Data Scientist,87-141 ,0.0,Sprezzatura Management Consulting,"Washington, VA","McLean, VA",Unknown,Company - Private,-1,-1,Unknown / Non-Applicable,87,141,114, VA,false,-1,false,true,false,false,false,false,false,data scientist,false
Data Scientist,87-141 ,2.8,"Progress Rail, A Caterpillar Company","Fort Worth, TX","Albertville, AL",1001 to 5000 employees,Subsidiary or Business Segment,Rail,Transportation & Logistics,$2 to $5 billion (USD),87,141,114, TX,false,37,true,true,false,false,true,false,false,data scientist,false
Data Scientist,87-141 ,4.2,UST Global,"Atlanta, GA","Aliso Viejo, CA",10000+ employees,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),87,141,114, GA,false,21,true,true,true,true,true,false,true,data scientist,false
Data Scientist,87-141 ,4.5,Axiologic Solutions,"Alexandria, VA","Fairfax, VA",51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,87,141,114, VA,false,11,false,false,false,false,true,false,false,data scientist,false
Data Scientist,87-141 ,3.0,Indigo Slate,"Bellevue, WA","Bellevue, WA",51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),87,141,114, WA,true,14,true,false,false,true,false,false,false,data scientist,false
Data Scientist,87-141 ,3.3,Cubic,United States,"San Diego, CA",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),87,141,114,US,false,69,true,true,true,false,false,false,false,data scientist,false
Data Scientist,87-141 ,4.0,Advanced Bio-Logic Solutions Corp,"Thousand Oaks, CA","Westlake Village, CA",1 to 50 employees,Company - Private,-1,-1,Less than $1 million (USD),87,141,114, CA,false,-1,true,false,false,false,false,false,false,data scientist,false
Data Engineer,87-141 ,3.5,Alignment Healthcare,"Orange, CA","Orange, CA",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,87,141,114, CA,true,7,false,true,true,true,true,true,false,data engineer,false
Data Scientist,87-141 ,3.5,WGSN,"Baltimore, MD","New York, NY",1 to 50 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),87,141,114, MD,false,22,true,true,true,true,false,true,false,data scientist,false
Data Scientist/Data Analytics Practitioner,87-141 ,4.0,Noblis,"Bridgeport, WV","Reston, VA",1001 to 5000 employees,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),87,141,114, WV,false,24,true,false,false,false,false,false,false,data scientist,false
Data Scientist,87-141 ,4.6,Murray Resources,"The Woodlands, TX","Houston, TX",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),87,141,114, TX,false,32,true,true,true,false,false,true,false,data scientist,false
Data Scientist,87-141 ,4.3,Geotab,"Oakville, CA","Oakville, Canada",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),87,141,114, CA,false,20,true,true,false,true,false,false,true,data scientist,false
Data Scientist,87-141 ,4.7,CRS Group,"Chicago, IL","Itasca, IL",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),87,141,114, IL,false,26,false,false,false,false,false,false,false,data scientist,false
Data Scientist,87-141 ,3.7,EGlobalTech,"Arlington, VA","Vienna, VA",201 to 500 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,87,141,114, VA,false,16,true,true,false,false,true,false,false,data scientist,false
"Data Scientist, Kinship - NYC/Portland",92-155 ,3.9,Mars,"New York, NY","Mc Lean, VA",10000+ employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),92,155,123, NY,false,109,true,false,false,true,false,false,false,data scientist,false
Data Scientist,92-155 ,3.0,"Central Business Solutions, Inc","Seattle, WA","Fremont, CA",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),92,155,123, WA,false,-1,true,true,true,true,true,false,false,data scientist,false
Data Scientist,92-155 ,2.5,KeHE Distributors,"Naperville, IL","Naperville, IL",5001 to 10000 employees,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable,92,155,123, IL,true,66,true,true,true,true,true,true,true,data scientist,false
Data Scientist,92-155 ,3.5,Blackstone Talent Group,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),92,155,123, CA,true,22,true,false,false,false,true,false,false,data scientist,false
Data Scientist - TS/SCI Required,92-155 ,5.0,Phoenix Operations Group,"Baltimore, MD","Woodbine, MD",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),92,155,123, MD,false,9,true,false,false,true,false,false,true,data scientist,false
Data Scientist,92-155 ,0.0,Sophinea,"Chantilly, VA",-1,1 to 50 employees,Unknown,-1,-1,Unknown / Non-Applicable,92,155,123, VA,false,-1,false,false,false,false,false,false,false,data scientist,false
Senior Data Scientist,92-155 ,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),92,155,123, VA,false,-1,true,true,false,false,false,false,true,data scientist,false
Data Scientist,92-155 ,3.0,Moxie Software,"Bellevue, WA","San Bruno, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,92,155,123, WA,false,21,true,false,true,true,false,false,false,data scientist,false
Data Scientist(s)/Machine Learning Engineer,92-155 ,5.0,Blue Horizon Tek Solutions,"New York, NY","Coconut Creek, FL",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,92,155,123, NY,false,33,true,true,false,false,false,false,false,data scientist,false
Data Scientist,92-155 ,4.7,Unicom Technologies INC,"Chicago, IL","Naperville, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,92,155,123, IL,false,-1,true,true,true,true,true,false,false,data scientist,false
Data Engineer,92-155 ,3.3,Americo Life,"Kansas City, MO","Kansas City, MO",201 to 500 employees,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),92,155,123, MO,true,28,true,true,true,true,true,false,false,data engineer,false
Data Scientist,92-155 ,3.3,Tokio Marine HCC,"Houston, TX","Houston, TX",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,92,155,123, TX,true,46,true,false,false,false,false,false,false,data scientist,false
Data Scientist,92-155 ,3.5,CACI International,"Chantilly, VA","Arlington, VA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),92,155,123, VA,false,58,false,true,false,false,false,false,false,data scientist,false
"AI/ML - Machine Learning Scientist, Siri Understanding",92-155 ,4.1,Apple,"Santa Clara, CA","Cupertino, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),92,155,123, CA,false,44,true,false,false,false,false,false,true,mle,false
Data Scientist,92-155 ,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),92,155,123, VA,false,-1,true,false,true,true,false,true,false,data scientist,false
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,92-155 ,3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),92,155,123, OK,false,73,true,true,false,false,false,false,false,na,false
Data Scientist,92-155 ,4.7,Compass Consulting Group,"Thousand Oaks, CA","Danville, CA",51 to 200 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,92,155,123, CA,false,12,true,false,false,false,false,false,false,data scientist,false
Data Science Software Engineer,92-155 ,4.8,Klaviyo,"Boston, MA","Boston, MA",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,92,155,123, MA,true,8,true,false,false,false,false,false,false,na,false
"Scientist / Group Lead, Cancer Biology",92-155 ,0.0,Monte Rosa Therapeutics,"Cambridge, MA",-1,-1,-1,-1,-1,-1,92,155,123, MA,false,-1,false,true,false,false,false,false,false,na,false
AI Ops Data Scientist,92-155 ,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),92,155,123, MD,false,107,true,false,true,true,true,false,false,data scientist,false
Senior Data Scientist,105-167 ,3.8,GutCheck,"Denver, CO","Denver, CO",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),105,167,136, CO,true,11,false,false,false,false,false,false,false,data scientist,false
Sr. ML/Data Scientist - AI/NLP/Chatbot,105-167 ,3.8,Juniper Networks,"Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),105,167,136, CA,false,24,true,true,false,true,true,false,false,data scientist,false
Data Scientist,105-167 ,2.7,Hexagon US Federal,"Lexington Park, MD","Chantilly, VA",51 to 200 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,105,167,136, MD,false,10,false,true,false,false,true,false,false,data scientist,false
Data Scientist,105-167 ,4.0,Comtech Global Inc,"Washington, DC","Columbus, OH",51 to 200 employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),105,167,136, DC,false,-1,true,false,true,true,true,true,false,data scientist,false
Data Scientist,105-167 ,0.0,Berico Technologies,"Fort Belvoir, VA",-1,-1,-1,-1,-1,-1,105,167,136, VA,false,-1,false,true,false,false,true,false,false,data scientist,false
Data Scientist,105-167 ,0.0,Kehe Food Distributors,"Naperville, IL",-1,-1,-1,-1,-1,-1,105,167,136, IL,false,-1,true,true,true,true,true,true,true,data scientist,false
Data Scientist,105-167 ,0.0,JKGT,"San Francisco, CA",-1,-1,-1,-1,-1,-1,105,167,136, CA,false,-1,false,false,false,false,false,false,false,data scientist,false
Data Scientist,105-167 ,0.0,AccessHope,"Irwindale, CA",-1,-1,-1,-1,-1,-1,105,167,136, CA,false,-1,true,true,true,false,false,true,false,data scientist,false
Data Scientist,105-167 ,3.8,"Aveshka, Inc.","Washington, DC","Arlington, VA",51 to 200 employees,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),105,167,136, DC,false,10,true,true,false,true,false,false,true,data scientist,false
Data Scientist,105-167 ,3.2,Perspecta,"Adelphi, MD","Chantilly, VA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,105,167,136, MD,false,2,true,false,true,false,false,false,true,data scientist,false
Data Scientist,105-167 ,0.0,Pactera Edge,"Redmond, WA",-1,-1,-1,-1,-1,-1,105,167,136, WA,false,-1,true,false,false,false,false,false,false,data scientist,false
Data Scientist,105-167 ,3.6,Qurate Retail Group,"West Chester, PA","West Chester, PA",10000+ employees,Company - Public,Other Retail Stores,Retail,Unknown / Non-Applicable,105,167,136, PA,true,-1,true,true,false,false,false,true,false,data scientist,false
Data Scientist,105-167 ,4.4,"SolutionIT, Inc.","Edison, NJ","Wilmington, MA",51 to 200 employees,Company - Private,-1,-1,Unknown / Non-Applicable,105,167,136, NJ,false,-1,false,false,false,false,false,false,false,data scientist,false
Data Scientist,105-167 ,4.1,A-Line Staffing Solutions,"Durham, NC","Utica, MI",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,105,167,136, NC,false,16,true,false,true,true,false,false,true,data scientist,false
Data Scientist,105-167 ,0.0,Clear Ridge Defense,"Quantico, VA","Baltimore, MD",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,105,167,136, VA,false,-1,true,false,true,false,false,false,false,data scientist,false
Data Scientist,105-167 ,3.8,"Criterion Systems, Inc.","Vienna, VA","Vienna, VA",201 to 500 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),105,167,136, VA,true,15,true,true,false,false,false,false,false,data scientist,false
Data Scientist,105-167 ,4.0,Foundation Medicine,"Boston, MA","Cambridge, MA",1001 to 5000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),105,167,136, MA,false,10,true,false,false,false,false,false,false,data scientist,false
Data Scientist,105-167 ,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,105,167,136, NJ,true,31,true,true,true,false,false,true,true,data scientist,false
Data Scientist,105-167 ,5.0,ChaTeck Incorporated,"San Francisco, CA","Santa Clara, CA",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),105,167,136, CA,false,-1,true,false,true,true,false,false,true,data scientist,false
Data Scientist,105-167 ,2.7,1-800-Flowers,"New York, NY","Carle Place, NY",1001 to 5000 employees,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),105,167,136, NY,false,44,true,true,false,false,false,true,false,data scientist,false
